===== [2026年 08月 27日 星期四 15:17:14 CST] baseline 开始 =====
[2026-08-27 15:17:21,269][numexpr.utils][INFO] - Note: NumExpr detected 48 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 16.
[2026-08-27 15:17:21,269][numexpr.utils][INFO] - NumExpr defaulting to 16 threads.
[transformers] `torch_dtype` is deprecated! Use `dtype` instead!
 Loading weights:   0%|          | 0/617 [00:00<?, ?it/s] Loading weights:  38%|███▊      | 233/617 [00:00<00:00, 2328.51it/s] Loading weights:  78%|███████▊  | 483/617 [00:00<00:00, 2426.21it/s] Loading weights: 100%|██████████| 617/617 [00:00<00:00, 2587.05it/s]
[2026-08-27 15:17:28,397][httpx][INFO] - HTTP Request: HEAD https://hf-mirror.com/datasets/lmms-lab-encoder/MMBench/resolve/main/README.md "HTTP/1.1 307 Temporary Redirect"
[2026-08-27 15:17:28,562][httpx][INFO] - HTTP Request: HEAD https://hf-mirror.com/api/resolve-cache/datasets/lmms-lab-encoder/MMBench/56ba1af8954932c4804bd3f522e05ed96e63b654/README.md "HTTP/1.1 200 OK"
[2026-08-27 15:17:28,877][httpx][INFO] - HTTP Request: HEAD https://hf-mirror.com/datasets/lmms-lab-encoder/MMBench/resolve/56ba1af8954932c4804bd3f522e05ed96e63b654/MMBench.py "HTTP/1.1 404 Not Found"
Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
[2026-08-27 15:17:28,878][huggingface_hub.utils._http][WARNING] - Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
[2026-08-27 15:17:29,650][httpx][INFO] - HTTP Request: HEAD https://s3.amazonaws.com/datasets.huggingface.co/datasets/datasets/lmms-lab-encoder/MMBench/lmms-lab-encoder/MMBench.py "HTTP/1.1 404 Not Found"
[2026-08-27 15:17:30,990][httpx][INFO] - HTTP Request: GET https://hf-mirror.com/api/datasets/lmms-lab-encoder/MMBench/revision/56ba1af8954932c4804bd3f522e05ed96e63b654 "HTTP/1.1 200 OK"
[2026-08-27 15:17:31,254][httpx][INFO] - HTTP Request: HEAD https://hf-mirror.com/datasets/lmms-lab-encoder/MMBench/resolve/56ba1af8954932c4804bd3f522e05ed96e63b654/.huggingface.yaml "HTTP/1.1 404 Not Found"
[2026-08-27 15:17:32,515][httpx][INFO] - HTTP Request: GET https://hf-mirror.com/api/datasets/lmms-lab-encoder/MMBench/tree/56ba1af8954932c4804bd3f522e05ed96e63b654/cc?recursive=true&expand=false "HTTP/1.1 200 OK"
[2026-08-27 15:17:32,931][httpx][INFO] - HTTP Request: GET https://hf-mirror.com/api/datasets/lmms-lab-encoder/MMBench/tree/56ba1af8954932c4804bd3f522e05ed96e63b654?recursive=false&expand=false "HTTP/1.1 200 OK"
[2026-08-27 15:17:33,502][httpx][INFO] - HTTP Request: HEAD https://hf-mirror.com/datasets/lmms-lab-encoder/MMBench/resolve/56ba1af8954932c4804bd3f522e05ed96e63b654/dataset_infos.json "HTTP/1.1 404 Not Found"
[2026-08-27 15:17:33,891][httpx][INFO] - HTTP Request: GET https://hf-mirror.com/api/datasets/lmms-lab-encoder/MMBench/tree/56ba1af8954932c4804bd3f522e05ed96e63b654/cn?recursive=true&expand=false "HTTP/1.1 200 OK"
Model: /home/jxy/TTL/Qwen3.5-2B
Strategy: none (online.enabled=False), backend=hf, enable_thinking=False
Dataset: lmms-lab-encoder/MMBench cn dev, n=4329
[1000/4329] acc=0.8200 pred=C gold=C loss=2.9131343364715576 (1.9s/sample)
[1020/4329] acc=0.8225 pred=A gold=A loss=2.4581680297851562 (1.9s/sample)
[1040/4329] acc=0.8240 pred=B gold=B loss=2.1837852001190186 (1.9s/sample)
[1060/4329] acc=0.8274 pred=C gold=C loss=2.7781686782836914 (1.9s/sample)
[1080/4329] acc=0.8213 pred=C gold=D loss=2.1687726974487305 (1.9s/sample)
[1100/4329] acc=0.8136 pred=C gold=C loss=2.0645973682403564 (1.9s/sample)
[1120/4329] acc=0.8161 pred=A gold=A loss=2.793928384780884 (1.9s/sample)
[1140/4329] acc=0.8140 pred=C gold=A loss=-0.0 (1.9s/sample)
[1160/4329] acc=0.8095 pred=D gold=A loss=-0.0 (1.9s/sample)
[1180/4329] acc=0.8076 pred=A gold=B loss=2.4759774208068848 (1.9s/sample)
[1200/4329] acc=0.8042 pred=A gold=B loss=3.608034372329712 (1.9s/sample)
[1220/4329] acc=0.8041 pred=B gold=B loss=9.167472839355469 (1.9s/sample)
[1240/4329] acc=0.8056 pred=B gold=B loss=5.2520341873168945 (1.9s/sample)
[1260/4329] acc=0.8087 pred=A gold=A loss=-0.0 (1.9s/sample)
[1280/4329] acc=0.8078 pred=B gold=B loss=5.639042377471924 (1.9s/sample)
[1300/4329] acc=0.8077 pred=B gold=B loss=-0.0 (1.9s/sample)
[1320/4329] acc=0.8083 pred=B gold=B loss=2.1419425010681152 (1.9s/sample)
[1340/4329] acc=0.8075 pred=C gold=C loss=2.291675567626953 (1.9s/sample)
[1360/4329] acc=0.8081 pred=C gold=C loss=2.351496458053589 (1.9s/sample)
[1380/4329] acc=0.8036 pred=B gold=B loss=-0.0 (1.9s/sample)
[1400/4329] acc=0.7964 pred=B gold=D loss=3.420725107192993 (1.9s/sample)
[1420/4329] acc=0.7944 pred=C gold=C loss=-0.0 (1.9s/sample)
[1440/4329] acc=0.7972 pred=A gold=A loss=6.859391212463379 (1.9s/sample)
[1460/4329] acc=0.8000 pred=D gold=D loss=5.647264003753662 (1.9s/sample)
[1480/4329] acc=0.8014 pred=B gold=B loss=-0.0 (1.9s/sample)
[1500/4329] acc=0.8033 pred=B gold=B loss=3.6095399856567383 (1.9s/sample)
[1520/4329] acc=0.8046 pred=B gold=B loss=-0.0 (1.9s/sample)
[1540/4329] acc=0.8039 pred=C gold=C loss=3.080475330352783 (1.9s/sample)
[1560/4329] acc=0.8058 pred=B gold=B loss=36.678348541259766 (1.9s/sample)
[1580/4329] acc=0.8063 pred=D gold=C loss=5.200874328613281 (1.9s/sample)
[1600/4329] acc=0.8069 pred=A gold=A loss=-0.0 (1.9s/sample)
[1620/4329] acc=0.8074 pred=B gold=B loss=-0.0 (1.9s/sample)
[1640/4329] acc=0.8061 pred=C gold=A loss=-0.0 (1.9s/sample)
[1660/4329] acc=0.8060 pred=B gold=B loss=-0.0 (1.9s/sample)
[1680/4329] acc=0.8083 pred=A gold=A loss=-0.0 (1.9s/sample)
[1700/4329] acc=0.8076 pred=C gold=B loss=-0.0 (1.9s/sample)
[1720/4329] acc=0.8052 pred=C gold=C loss=3.9929187297821045 (1.9s/sample)
[1740/4329] acc=0.8029 pred=C gold=D loss=-0.0 (1.9s/sample)
[1760/4329] acc=0.8040 pred=D gold=D loss=-0.0 (1.9s/sample)
[1780/4329] acc=0.8056 pred=C gold=D loss=-0.0 (1.9s/sample)
[1800/4329] acc=0.8061 pred=C gold=B loss=-0.0 (1.9s/sample)
[1820/4329] acc=0.8060 pred=C gold=A loss=-0.0 (1.9s/sample)
[1840/4329] acc=0.8065 pred=C gold=C loss=-0.0 (1.9s/sample)
[1860/4329] acc=0.8081 pred=B gold=B loss=-0.0 (1.9s/sample)
[1880/4329] acc=0.8101 pred=B gold=B loss=-0.0 (1.9s/sample)
[1900/4329] acc=0.8121 pred=A gold=A loss=-0.0 (1.9s/sample)
[1920/4329] acc=0.8141 pred=D gold=D loss=-0.0 (1.9s/sample)
[1940/4329] acc=0.8149 pred=B gold=B loss=-0.0 (1.9s/sample)
[1960/4329] acc=0.8168 pred=A gold=A loss=-0.0 (1.9s/sample)
[1980/4329] acc=0.8187 pred=D gold=D loss=-0.0 (1.9s/sample)
[2000/4329] acc=0.8195 pred=C gold=D loss=3.0077178478240967 (1.9s/sample)
[2020/4329] acc=0.8208 pred=A gold=A loss=3.5785861015319824 (1.9s/sample)
[2040/4329] acc=0.8186 pred=B gold=B loss=-0.0 (1.9s/sample)
[2060/4329] acc=0.8180 pred=C gold=C loss=-0.0 (1.9s/sample)
[2080/4329] acc=0.8192 pred=A gold=A loss=-0.0 (1.9s/sample)
[2100/4329] acc=0.8195 pred=A gold=A loss=-0.0 (1.9s/sample)
[2120/4329] acc=0.8175 pred=B gold=B loss=-0.0 (1.9s/sample)
[2140/4329] acc=0.8150 pred=A gold=A loss=3.1447014808654785 (1.9s/sample)
[2160/4329] acc=0.8139 pred=B gold=B loss=3.170297384262085 (1.9s/sample)
[2180/4329] acc=0.8151 pred=C gold=C loss=-0.0 (1.9s/sample)
[2200/4329] acc=0.8145 pred=B gold=B loss=-0.0 (1.9s/sample)
[2220/4329] acc=0.8162 pred=D gold=D loss=-0.0 (1.9s/sample)
[2240/4329] acc=0.8143 pred=A gold=D loss=-0.0 (1.9s/sample)
[2260/4329] acc=0.8111 pred=B gold=A loss=-0.0 (1.9s/sample)
[2280/4329] acc=0.8118 pred=A gold=A loss=2.4127676486968994 (1.9s/sample)
[2300/4329] acc=0.8135 pred=B gold=B loss=-0.0 (1.9s/sample)
[2320/4329] acc=0.8108 pred=C gold=C loss=-0.0 (1.9s/sample)
[2340/4329] acc=0.8111 pred=C gold=A loss=-0.0 (1.9s/sample)
[2360/4329] acc=0.8110 pred=B gold=B loss=-0.0 (1.9s/sample)
[2380/4329] acc=0.8105 pred=C gold=C loss=-0.0 (1.9s/sample)
[2400/4329] acc=0.8113 pred=A gold=A loss=-0.0 (1.9s/sample)
[2420/4329] acc=0.8103 pred=C gold=C loss=2.0511045455932617 (1.9s/sample)
[2440/4329] acc=0.8102 pred=A gold=B loss=-0.0 (1.9s/sample)
[2460/4329] acc=0.8069 pred=A gold=B loss=3.281830072402954 (1.9s/sample)
[2480/4329] acc=0.8032 pred=A gold=D loss=-0.0 (1.9s/sample)
[2500/4329] acc=0.8032 pred=C gold=C loss=4.960593223571777 (1.9s/sample)
[2520/4329] acc=0.8048 pred=C gold=C loss=-0.0 (1.9s/sample)
[2540/4329] acc=0.8063 pred=A gold=A loss=-0.0 (1.9s/sample)
[2560/4329] acc=0.8063 pred=C gold=C loss=2.0789403915405273 (1.9s/sample)
[2580/4329] acc=0.8074 pred=C gold=C loss=-0.0 (1.9s/sample)
[2600/4329] acc=0.8077 pred=C gold=C loss=-0.0 (1.9s/sample)
[2620/4329] acc=0.8080 pred=A gold=A loss=3.3901729583740234 (1.9s/sample)
[2640/4329] acc=0.8076 pred=D gold=D loss=-0.0 (1.9s/sample)
[2660/4329] acc=0.8068 pred=D gold=D loss=-0.0 (1.9s/sample)
[2680/4329] acc=0.8075 pred=D gold=D loss=2.6088438034057617 (1.9s/sample)
[2700/4329] acc=0.8063 pred=A gold=B loss=-0.0 (1.9s/sample)
[2720/4329] acc=0.8055 pred=A gold=C loss=-0.0 (1.9s/sample)
[2740/4329] acc=0.8066 pred=C gold=C loss=-0.0 (1.9s/sample)
[2760/4329] acc=0.8080 pred=B gold=B loss=-0.0 (1.9s/sample)
[2780/4329] acc=0.8061 pred=D gold=C loss=-0.0 (1.9s/sample)
[2800/4329] acc=0.8043 pred=D gold=D loss=-0.0 (1.9s/sample)
[2820/4329] acc=0.8039 pred=B gold=B loss=-0.0 (1.9s/sample)
[2840/4329] acc=0.8046 pred=C gold=C loss=3.5786349773406982 (1.9s/sample)
[2860/4329] acc=0.8059 pred=D gold=D loss=-0.0 (1.9s/sample)
[2880/4329] acc=0.8066 pred=B gold=B loss=-0.0 (1.9s/sample)
[2900/4329] acc=0.8052 pred=B gold=A loss=-0.0 (1.9s/sample)
[2920/4329] acc=0.8062 pred=B gold=B loss=-0.0 (1.9s/sample)
[2940/4329] acc=0.8071 pred=A gold=A loss=-0.0 (1.9s/sample)
[2960/4329] acc=0.8084 pred=B gold=B loss=-0.0 (1.9s/sample)
[2980/4329] acc=0.8094 pred=D gold=D loss=-0.0 (1.9s/sample)
[3000/4329] acc=0.8103 pred=C gold=C loss=-0.0 (1.9s/sample)
[3020/4329] acc=0.8113 pred=A gold=A loss=-0.0 (1.9s/sample)
[3040/4329] acc=0.8125 pred=D gold=D loss=-0.0 (1.9s/sample)
[3060/4329] acc=0.8137 pred=D gold=D loss=-0.0 (1.9s/sample)
[3080/4329] acc=0.8143 pred=C gold=C loss=-0.0 (1.9s/sample)
[3100/4329] acc=0.8145 pred=D gold=B loss=-0.0 (1.9s/sample)
[3120/4329] acc=0.8135 pred=D gold=D loss=-0.0 (1.9s/sample)
[3140/4329] acc=0.8137 pred=B gold=B loss=-0.0 (1.9s/sample)
[3160/4329] acc=0.8149 pred=D gold=D loss=-0.0 (1.9s/sample)
[3180/4329] acc=0.8142 pred=A gold=C loss=-0.0 (1.9s/sample)
[3200/4329] acc=0.8113 pred=A gold=C loss=0.0 (1.9s/sample)
[3220/4329] acc=0.8109 pred=A gold=A loss=-0.0 (1.9s/sample)
[3240/4329] acc=0.8105 pred=A gold=A loss=-0.0 (1.9s/sample)
[3260/4329] acc=0.8117 pred=D gold=D loss=-0.0 (1.9s/sample)
[3280/4329] acc=0.8116 pred=A gold=A loss=-0.0 (1.9s/sample)
[3300/4329] acc=0.8127 pred=B gold=B loss=-0.0 (1.9s/sample)
[3320/4329] acc=0.8111 pred=C gold=C loss=-0.0 (1.9s/sample)
[3340/4329] acc=0.8096 pred=D gold=D loss=2.6843812465667725 (1.9s/sample)
[3360/4329] acc=0.8107 pred=C gold=C loss=2.670413017272949 (1.9s/sample)
[3380/4329] acc=0.8107 pred=B gold=D loss=-0.0 (1.9s/sample)
[3400/4329] acc=0.8091 pred=C gold=C loss=-0.0 (1.9s/sample)
[3420/4329] acc=0.8094 pred=D gold=D loss=2.824108362197876 (1.9s/sample)
[3440/4329] acc=0.8105 pred=D gold=D loss=2.5223028659820557 (1.9s/sample)
[3460/4329] acc=0.8116 pred=B gold=B loss=-0.0 (1.9s/sample)
[3480/4329] acc=0.8124 pred=D gold=D loss=-0.0 (1.9s/sample)
[3500/4329] acc=0.8129 pred=D gold=D loss=-0.0 (1.9s/sample)
[3520/4329] acc=0.8136 pred=D gold=D loss=-0.0 (1.9s/sample)
[3540/4329] acc=0.8136 pred=D gold=D loss=3.161003589630127 (1.9s/sample)
[3560/4329] acc=0.8124 pred=D gold=D loss=15.835392951965332 (1.9s/sample)
[3580/4329] acc=0.8123 pred=A gold=A loss=-0.0 (1.9s/sample)
[3600/4329] acc=0.8122 pred=B gold=B loss=-0.0 (1.9s/sample)
[3620/4329] acc=0.8127 pred=B gold=B loss=-0.0 (1.9s/sample)
[3640/4329] acc=0.8121 pred=B gold=B loss=-0.0 (1.9s/sample)
[3660/4329] acc=0.8117 pred=C gold=C loss=-0.0 (1.9s/sample)
[3680/4329] acc=0.8128 pred=A gold=A loss=-0.0 (1.9s/sample)
Warning: TTA update failed at sample 3686 (index=3000750): CUDA out of memory. Tried to allocate 2.00 MiB. GPU 0 has a total capacity of 23.69 GiB of which 3.00 MiB is free. Including non-PyTorch memory, this process has 5.50 GiB memory in use. Process 3643327 has 18.17 GiB memory in use. Of the allocated memory 5.15 GiB is allocated by PyTorch, and 30.12 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
Warning: TTA update failed at sample 3687 (index=3000757): CUDA out of memory. Tried to allocate 2.00 MiB. GPU 0 has a total capacity of 23.69 GiB of which 3.00 MiB is free. Including non-PyTorch memory, this process has 5.50 GiB memory in use. Process 3643327 has 18.17 GiB memory in use. Of the allocated memory 5.16 GiB is allocated by PyTorch, and 25.23 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
[3700/4329] acc=0.8127 pred=A gold=B loss=-0.0 (1.9s/sample)
[3720/4329] acc=0.8110 pred=B gold=B loss=-0.0 (1.9s/sample)
Warning: TTA update failed at sample 3725 (index=3000852): CUDA out of memory. Tried to allocate 20.00 MiB. GPU 0 has a total capacity of 23.69 GiB of which 9.00 MiB is free. Including non-PyTorch memory, this process has 4.59 GiB memory in use. Process 3643327 has 19.08 GiB memory in use. Of the allocated memory 4.26 GiB is allocated by PyTorch, and 7.46 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
Warning: TTA update failed at sample 3726 (index=3000853): CUDA out of memory. Tried to allocate 2.00 MiB. GPU 0 has a total capacity of 23.69 GiB of which 3.00 MiB is free. Including non-PyTorch memory, this process has 4.59 GiB memory in use. Process 3643327 has 19.08 GiB memory in use. Of the allocated memory 4.25 GiB is allocated by PyTorch, and 24.08 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
[3740/4329] acc=0.8110 pred=B gold=C loss=-0.0 (1.9s/sample)
[3760/4329] acc=0.8112 pred=A gold=D loss=-0.0 (1.9s/sample)
[3780/4329] acc=0.8122 pred=A gold=A loss=-0.0 (1.9s/sample)
[3800/4329] acc=0.8124 pred=D gold=D loss=-0.0 (1.9s/sample)
[3820/4329] acc=0.8123 pred=D gold=D loss=-0.0 (1.9s/sample)
[3840/4329] acc=0.8125 pred=D gold=D loss=-0.0 (1.9s/sample)
[3860/4329] acc=0.8132 pred=D gold=D loss=-0.0 (1.9s/sample)
[3880/4329] acc=0.8142 pred=D gold=D loss=-0.0 (1.9s/sample)
[3900/4329] acc=0.8149 pred=B gold=B loss=-0.0 (1.9s/sample)
[3920/4329] acc=0.8158 pred=A gold=A loss=-0.0 (1.9s/sample)
[3940/4329] acc=0.8160 pred=B gold=A loss=-0.0 (1.9s/sample)
[3960/4329] acc=0.8169 pred=A gold=A loss=-0.0 (1.9s/sample)
Warning: TTA update failed at sample 3970 (index=3001399): CUDA out of memory. Tried to allocate 2.00 MiB. GPU 0 has a total capacity of 23.69 GiB of which 3.00 MiB is free. Including non-PyTorch memory, this process has 5.26 GiB memory in use. Process 3643327 has 18.41 GiB memory in use. Of the allocated memory 4.92 GiB is allocated by PyTorch, and 22.71 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
Warning: TTA update failed at sample 3971 (index=3001402): CUDA out of memory. Tried to allocate 2.00 MiB. GPU 0 has a total capacity of 23.69 GiB of which 3.00 MiB is free. Including non-PyTorch memory, this process has 5.26 GiB memory in use. Process 3643327 has 18.41 GiB memory in use. Of the allocated memory 4.91 GiB is allocated by PyTorch, and 24.63 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
[3980/4329] acc=0.8178 pred=A gold=A loss=-0.0 (1.9s/sample)
Warning: TTA update failed at sample 3985 (index=3001424): CUDA out of memory. Tried to allocate 20.00 MiB. GPU 0 has a total capacity of 23.69 GiB of which 15.00 MiB is free. Including non-PyTorch memory, this process has 5.57 GiB memory in use. Process 3643327 has 18.09 GiB memory in use. Of the allocated memory 5.23 GiB is allocated by PyTorch, and 16.59 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
Warning: TTA update failed at sample 3999 (index=3001447): CUDA out of memory. Tried to allocate 20.00 MiB. GPU 0 has a total capacity of 23.69 GiB of which 15.00 MiB is free. Including non-PyTorch memory, this process has 4.55 GiB memory in use. Process 3643327 has 19.11 GiB memory in use. Of the allocated memory 4.22 GiB is allocated by PyTorch, and 8.77 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
[4000/4329] acc=0.8185 pred=B gold=B loss=None (1.9s/sample)
Warning: TTA update failed at sample 4000 (index=3001451): CUDA out of memory. Tried to allocate 20.00 MiB. GPU 0 has a total capacity of 23.69 GiB of which 15.00 MiB is free. Including non-PyTorch memory, this process has 4.55 GiB memory in use. Process 3643327 has 19.11 GiB memory in use. Of the allocated memory 4.22 GiB is allocated by PyTorch, and 7.86 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
Warning: TTA update failed at sample 4001 (index=3001452): CUDA out of memory. Tried to allocate 20.00 MiB. GPU 0 has a total capacity of 23.69 GiB of which 15.00 MiB is free. Including non-PyTorch memory, this process has 4.55 GiB memory in use. Process 3643327 has 19.11 GiB memory in use. Of the allocated memory 4.22 GiB is allocated by PyTorch, and 7.86 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
Warning: TTA update failed at sample 4003 (index=3001454): CUDA out of memory. Tried to allocate 260.00 MiB. GPU 0 has a total capacity of 23.69 GiB of which 3.00 MiB is free. Including non-PyTorch memory, this process has 6.71 GiB memory in use. Process 3643327 has 16.96 GiB memory in use. Of the allocated memory 6.35 GiB is allocated by PyTorch, and 36.88 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
Warning: TTA update failed at sample 4016 (index=3001472): CUDA out of memory. Tried to allocate 20.00 MiB. GPU 0 has a total capacity of 23.69 GiB of which 19.00 MiB is free. Including non-PyTorch memory, this process has 5.36 GiB memory in use. Process 3643327 has 18.29 GiB memory in use. Of the allocated memory 5.03 GiB is allocated by PyTorch, and 14.55 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
Warning: TTA update failed at sample 4017 (index=3001476): CUDA out of memory. Tried to allocate 20.00 MiB. GPU 0 has a total capacity of 23.69 GiB of which 11.00 MiB is free. Including non-PyTorch memory, this process has 5.37 GiB memory in use. Process 3643327 has 18.29 GiB memory in use. Of the allocated memory 5.02 GiB is allocated by PyTorch, and 31.61 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
[4020/4329] acc=0.8189 pred=B gold=B loss=3.6926660537719727 (1.9s/sample)
[4040/4329] acc=0.8186 pred=C gold=C loss=-0.0 (1.9s/sample)
[4060/4329] acc=0.8182 pred=D gold=D loss=-0.0 (1.9s/sample)
Warning: TTA update failed at sample 4074 (index=3001594): CUDA out of memory. Tried to allocate 2.00 MiB. GPU 0 has a total capacity of 23.69 GiB of which 3.00 MiB is free. Including non-PyTorch memory, this process has 5.80 GiB memory in use. Process 3643327 has 17.87 GiB memory in use. Of the allocated memory 5.44 GiB is allocated by PyTorch, and 35.92 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
Warning: TTA update failed at sample 4075 (index=3001595): CUDA out of memory. Tried to allocate 20.00 MiB. GPU 0 has a total capacity of 23.69 GiB of which 11.00 MiB is free. Including non-PyTorch memory, this process has 5.79 GiB memory in use. Process 3643327 has 17.87 GiB memory in use. Of the allocated memory 5.44 GiB is allocated by PyTorch, and 27.20 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
[4080/4329] acc=0.8191 pred=D gold=D loss=-0.0 (1.9s/sample)
[4100/4329] acc=0.8198 pred=B gold=B loss=0.0 (1.9s/sample)
Warning: TTA update failed at sample 4116 (index=3001664): CUDA out of memory. Tried to allocate 20.00 MiB. GPU 0 has a total capacity of 23.69 GiB of which 13.00 MiB is free. Including non-PyTorch memory, this process has 5.35 GiB memory in use. Process 3643327 has 18.31 GiB memory in use. Of the allocated memory 5.02 GiB is allocated by PyTorch, and 9.39 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
[4120/4329] acc=0.8180 pred=C gold=C loss=-0.0 (1.9s/sample)
[4140/4329] acc=0.8171 pred=B gold=B loss=2.120180130004883 (1.9s/sample)
[4160/4329] acc=0.8168 pred=B gold=C loss=-0.0 (1.9s/sample)
[4180/4329] acc=0.8175 pred=B gold=B loss=-0.0 (1.9s/sample)
Warning: TTA update failed at sample 4188 (index=3001770): CUDA out of memory. Tried to allocate 20.00 MiB. GPU 0 has a total capacity of 23.69 GiB of which 17.00 MiB is free. Including non-PyTorch memory, this process has 4.77 GiB memory in use. Process 3643327 has 18.88 GiB memory in use. Of the allocated memory 4.44 GiB is allocated by PyTorch, and 13.37 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
Warning: TTA update failed at sample 4189 (index=3001771): CUDA out of memory. Tried to allocate 20.00 MiB. GPU 0 has a total capacity of 23.69 GiB of which 19.00 MiB is free. Including non-PyTorch memory, this process has 4.77 GiB memory in use. Process 3643327 has 18.88 GiB memory in use. Of the allocated memory 4.44 GiB is allocated by PyTorch, and 13.16 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
Warning: TTA update failed at sample 4190 (index=3001772): CUDA out of memory. Tried to allocate 20.00 MiB. GPU 0 has a total capacity of 23.69 GiB of which 19.00 MiB is free. Including non-PyTorch memory, this process has 4.77 GiB memory in use. Process 3643327 has 18.88 GiB memory in use. Of the allocated memory 4.44 GiB is allocated by PyTorch, and 11.27 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
